"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 16 20:27:01 GMT 2025","Wed Apr 16 20:27:02 GMT 2025","1244","tests","test_compare","","","","test_successful_login",""
